Source ; Target
abeja ; avispa
avispa ; topo
topo ; gallo
gallo ; gallina
gallina ; lince
lince ; pollo
perro ; gato
gato ; cerdo
cerdo ; oveja
oveja ; vaca
vaca ; caballo
caballo ; conejo
conejo ; cebra
cebra ; leopardo
leopardo ; leon
leon ; tigre
tigre ; jirafa
jirafa ; hipopotamo
vaca ; burro
burro ; leon
leon ; tigre
tigre ; jirafa
jirafa ; mono
mono ; gato
gato ; perro
perro ; pajaro
pajaro ; mariquita
mariquita ; pez
pez ; cuervo
cuervo ; mariposa
mariposa ; mosquito
mosquito ; mosca
mosca ; raton
raton ; leopardo
perro ; gato
gato ; leon
leon ; zorro
zorro ; vaca
vaca ; oveja
oveja ; abeja
abeja ; tortuga
tortuga ; conejo
conejo ; caballo
caballo ; jirafa
jirafa ; mono
mono ; orangutan
orangutan ; loro
loro ; chimpance
elefante ; gato
gato ; leon
leon ; pajaro
pajaro ; perro
perro ; koala
koala ; oso
oso ; panda
panda ; osopolar
osopolar ; mariposa
mariposa ; mariquita
mariquita ; conejo
conejo ; dodo
dodo ; hamster
hamster ; raton
raton ; huron
huron ; sapo
sapo ; mapache
mapache ; zarigueya
zarigueya ; tigre
tigre ; pinguino
vaca ; perro
perro ; gato
gato ; oveja
oveja ; serpiente
serpiente ; aguila
aguila ; pajaro
pajaro ; topo
topo ; leon
leon ; tigre
tigre ; lobo
lobo ; cabra
cabra ; tucan
tucan ; mono
mono ; elefante
elefante ; antilope
antilope ; jirafa
jirafa ; hamster
hamster ; cobaya
cobaya ; loro
loro ; ardilla
ardilla ; caracol
caracol ; hiena
hiena ; ballena
perro ; gato
gato ; serpiente
serpiente ; leon
leon ; leopardo
leopardo ; rinoceronte
rinoceronte ; ciervo
ciervo ; lobo
lobo ; tigre
tigre ; vaca
vaca ; toro
toro ; cerdo
cerdo ; gallina
gallina ; pollo
pollo ; hiena
caballo ; perro
perro ; gato
gato ; vaca
vaca ; oso
oso ; cerdo
cerdo ; jirafa
jirafa ; hipopotamo
hipopotamo ; cocodrilo
cocodrilo ; mono
mono ; pajaro
leon ; tigre
tigre ; toro
toro ; vaca
vaca ; perro
perro ; gato
gato ; caballo
caballo ; pony
pony ; cerdo
cerdo ; jabali
jabali ; arana
arana ; oveja
oveja ; cabra
cabra ; oso
oso ; loro
loro ; pajaro
pajaro ; aguila
aguila ; ciervo
ciervo ; jirafa
jirafa ; hormiga
hormiga ; gallina
gallina ; abeja
abeja ; avispa
gato ; perro
perro ; vaca
vaca ; caballo
caballo ; conejo
conejo ; abeja
abeja ; elefante
elefante ; cerdo
serpiente ; perro
perro ; gato
gato ; zorro
zorro ; pato
pato ; pajaro
pajaro ; cuervo
cuervo ; avestruz
avestruz ; perezoso
perezoso ; koala
koala ; oso
oso ; osopolar
osopolar ; osopanda
osopanda ; mariposa
mariposa ; mariquita
mariquita ; marsupial
marsupial ; mamut
mamut ; elefante
elefante ; hormiga
hormiga ; cucaracha
cucaracha ; caballo
caballo ; pony
pony ; lobo
lobo ; conejo
conejo ; rata
rata ; raton
raton ; sapo
sapo ; rana
rana ; mapache
caballo ; vaca
vaca ; oveja
oveja ; pollo
pollo ; gallo
gallo ; hamster
hamster ; toro
toro ; mono
mono ; gorila
gorila ; lagartija
lagartija ; cocodrilo
cocodrilo ; capibara
capibara ; hipopotamo
hipopotamo ; leon
leon ; cebra
cebra ; mamut
mamut ; dinosaurio
vaca ; perro
perro ; gato
gato ; jirafa
jirafa ; leon
leon ; oveja
oveja ; cordero
cordero ; gallina
gallina ; gallo
gallo ; paloma
paloma ; pajaro
pajaro ; tiburon
tiburon ; orca
orca ; ballena
ballena ; foca
foca ; gaviota
gaviota ; caballo
caballo ; aguila
aguila ; capibara
capibara ; ciervo
ciervo ; pinguino
pinguino ; lemur
lemur ; perezoso
perezoso ; mono
mono ; simio
simio ; abeja
abeja ; avispa
avispa ; hormiga
hormiga ; pollo
perro ; gato
gato ; cebra
cebra ; serpiente
serpiente ; mono
mono ; vaca
vaca ; cabra
cabra ; caballo
caballo ; raton
raton ; hamster
hamster ; hipopotamo
hipopotamo ; oso
oso ; panda
panda ; tiburon
tiburon ; ballena
ballena ; elefante
elefante ; cocodrilo
leon ; cabra
cabra ; perro
perro ; gato
gato ; pajaro
pajaro ; camaleon
camaleon ; tucan
tucan ; periquito
periquito ; salamandra
salamandra ; rinoceronte
rinoceronte ; leon
leon ; caballo
caballo ; tigre
tigre ; pantera
pantera ; cerdo
cerdo ; vaca
vaca ; cabra
cabra ; oveja
oveja ; tiburon
tiburon ; delfin
delfin ; merluza
merluza ; jirafa
jirafa ; hormiga
hormiga ; garrapata
garrapata ; gusano
gusano ; ciempies
ciempies ; loro
loro ; ballena
ballena ; orca
orca ; cocodrilo
cocodrilo ; elefante
perro ; gato
gato ; rinoceronte
rinoceronte ; loro
loro ; lince
lince ; koala
koala ; capibara
capibara ; aguila
aguila ; gallina
gallina ; gallo
gallo ; pollo
pollo ; pollo
pollo ; murcielago
murcielago ; hormiga
hormiga ; pony
pony ; caballo
caballo ; unicornio
vaca ; pollo
pollo ; perro
perro ; gato
gato ; tiburon
tiburon ; pescado
pescado ; hamster
hamster ; caballo
caballo ; cerdo
cerdo ; pony
pony ; mamut
mamut ; rinoceronte
rinoceronte ; aguila
aguila ; oveja
herbivoro ; insecto
insecto ; mariposa
mariposa ; mariquita
mariquita ; leon
leon ; hiena
hiena ; tigre
tigre ; cebra
cebra ; carnivoro
carnivoro ; cocodrilo
cocodrilo ; serpiente
serpiente ; jirafa
jirafa ; pez
pez ; tiburon
tiburon ; oso
oso ; panda
panda ; caracol
caracol ; libelula
libelula ; gusano
perro ; gato
gato ; tigre
tigre ; leon
leon ; mono
mono ; pantera
pantera ; pez
pez ; raton
raton ; rata
rata ; jaguar
jaguar ; jabali
jabali ; serpiente
serpiente ; cobra
cobra ; roedor
roedor ; anfibio
anfibio ; lagarto
lagarto ; lagartija
lagartija ; cocodrilo
cocodrilo ; tiburon
tiburon ; calamar
calamar ; pulpo
pulpo ; oveja
oveja ; vaca
vaca ; toro
perro ; gato
gato ; pajaro
pajaro ; sapo
sapo ; rana
rana ; serpiente
serpiente ; hipopotamo
hipopotamo ; cocodrilo
cocodrilo ; arana
arana ; abeja
abeja ; avispa
avispa ; cordero
cordero ; oveja
oveja ; quebrantahuesos
quebrantahuesos ; vaca
vaca ; toro
toro ; mosca
mosca ; mosquito
mosquito ; mariposa
mariposa ; libelula
libelula ; oso
gato ; perro
perro ; vaca
vaca ; cabra
cabra ; caballo
caballo ; cerdo
cerdo ; ballena
ballena ; pez
pez ; rana
rana ; lagarto
lagarto ; lagartija
lagartija ; cocodrilo
cocodrilo ; caiman
caiman ; pajaro
pajaro ; hamster
hamster ; rata
rata ; raton
raton ; conejo
conejo ; liebre
liebre ; ciervo
ciervo ; venado
venado ; alce
alce ; meloncillo
meloncillo ; nutria
nutria ; serpiente
serpiente ; escorpion
escorpion ; arana
arana ; hormiga
hormiga ; escarabajo
gato ; perro
perro ; jirafa
jirafa ; elefante
elefante ; raton
raton ; leon
leon ; tigre
tigre ; mariposa
mariposa ; cebra
cebra ; jabali
jabali ; vaca
vaca ; oveja
oveja ; cabra
cabra ; cerdo
cerdo ; pajaro
pajaro ; gallina
gallina ; zorro
zorro ; lobo
lobo ; cobaya
cobaya ; ardilla
ardilla ; conejo
conejo ; liebre
liebre ; caracol
caracol ; serpiente
perro ; gato
gato ; zorro
zorro ; oveja
oveja ; cabra
cabra ; caballo
caballo ; pajaro
pajaro ; pienso
pienso ; comedero
comedero ; campo
campo ; ganaderia
ganaderia ; veterinario
veterinario ; alce
alce ; caza
caza ; escopeta
escopeta ; peluqueria
peluqueria ; amor
amor ; amistad
perro ; gato
gato ; caballo
caballo ; vaca
vaca ; burro
burro ; ciervo
ciervo ; leon
leon ; tigre
tigre ; toro
toro ; oso
oso ; lobo
lobo ; ardilla
perro ; gato
gato ; lobo
lobo ; leon
leon ; tigre
tigre ; pajaro
pajaro ; conejo
conejo ; aguila
aguila ; pantera
vaca ; toro
toro ; gato
gato ; perro
perro ; pajaro
pajaro ; tortuga
tortuga ; serpiente
serpiente ; cobaya
cobaya ; conejo
conejo ; lince
lince ; mono
mono ; venado
perro ; gato
gato ; avestruz
avestruz ; cobra
cobra ; buitre
buitre ; buitreleonado
buitreleonado ; ciervo
ciervo ; zorro
zorro ; quebrantahuesos
quebrantahuesos ; luciernaga
luciernaga ; topo
topo ; raton
raton ; vaca
vaca ; gusano
gusano ; lombriz
lombriz ; delfin
delfin ; tiburon
tiburon ; trucha
trucha ; carpa
carpa ; lucio
lucio ; pez
perro ; gato
gato ; vaca
vaca ; oveja
oveja ; cabra
cabra ; caballo
caballo ; gallo
gallo ; gallina
gallina ; cerdo
cerdo ; leon
leon ; cebra
cebra ; tigre
tigre ; gacela
gacela ; mariquita
mariquita ; mariposa
mariposa ; mamut
mamut ; ornitorrinco
ornitorrinco ; canguro
canguro ; vertebrado
vertebrado ; invertebrado
invertebrado ; mamifero
mamifero ; mamifero
perro ; gato
gato ; iguana
iguana ; lagarto
lagarto ; cebra
cebra ; caballo
caballo ; libelula
libelula ; ciguena
ciguena ; pinguino
pinguino ; oso
oso ; serpiente
serpiente ; conejo
conejo ; pato
cabra ; abeja
abeja ; oveja
oveja ; vaca
vaca ; gallina
gallina ; gallo
gallo ; pollo
pollo ; gusano
gusano ; escarabajo
escarabajo ; mariposa
mariposa ; perezoso
perezoso ; liebre
liebre ; conejo
conejo ; elefante
elefante ; jirafa
jirafa ; cebra
cebra ; hipopotamo
hipopotamo ; tiburon
tiburon ; pez
pez ; mantarraya
leon ; cebra
cebra ; tigre
tigre ; elefante
elefante ; caballo
caballo ; caballo
caballo ; perro
perro ; gato
gato ; huron
huron ; serpiente
serpiente ; iguana
iguana ; tiburon
tiburon ; pez
pez ; orca
orca ; ballena
ballena ; escorpion
escorpion ; capibara
capibara ; nutria
nutria ; serpiente
serpiente ; hormiga
hormiga ; escarabajo
escarabajo ; escarabajo
escarabajo ; es
zorro ; cerdo
cerdo ; pepinodemar
pepinodemar ; erizo
erizo ; erizodemar
erizodemar ; perro
perro ; lobo
lobo ; gato
gato ; arce
arce ; ciervo
ciervo ; aguila
aguila ; periquito
periquito ; sirenita
sirenita ; delfin
delfin ; dinosaurio
perro ; gato
gato ; serpiente
serpiente ; oso
oso ; caracol
caracol ; pez
pez ; mariposa
mariposa ; leon
leon ; rinoceronte
rinoceronte ; cerdo
cerdo ; hipopotamo
hipopotamo ; tigre
tigre ; pantera
pantera ; lagarto
lagarto ; cebra
cebra ; colibri
colibri ; huron
huron ; mofeta
mofeta ; mapache
mapache ; delfin
delfin ; tiburon
tiburon ; ballena
ballena ; tarantula
tarantula ; escorpion
escorpion ; orca
orca ; capibara
capibara ; nutria
delfin ; ballena
ballena ; perro
perro ; gato
gato ; pollo
pollo ; hamster
hamster ; cabra
cabra ; oveja
oveja ; abeja
abeja ; insecto
insecto ; mosca
mosca ; leon
leon ; tigre
tigre ; cebra
cebra ; mariposa
mariposa ; pajaro
rinoceronte ; tigre
tigre ; leon
leon ; hipopotamo
hipopotamo ; cebra
cebra ; lagarto
lagarto ; pantera
pantera ; colibri
colibri ; mofeta
mofeta ; huron
huron ; delfin
delfin ; tiburonballena
tiburonballena ; tarantula
tarantula ; orca
orca ; capibara
capibara ; serpiente
serpiente ; nutria
nutria ; ornitorrinco
ornitorrinco ; caracol
zorro ; perro
perro ; rata
rata ; gato
gato ; elefante
elefante ; leon
leon ; pantera
pantera ; camaleon
camaleon ; erizo
erizo ; mapache
mapache ; hamster
hamster ; serpiente
serpiente ; vibora
vibora ; pe
pajaro ; cocodrilo
cocodrilo ; tigre
tigre ; leon
leon ; gallina
gallina ; gallo
gallo ; dinosaurio
dinosaurio ; perro
perro ; gato
gato ; pez
pez ; caballo
caballo ; vaca
vaca ; cabra
perro ; gato
gato ; rinoceronte
rinoceronte ; tigre
tigre ; leon
leon ; cebra
cebra ; guepardo
guepardo ; lagarto
lagarto ; delfin
delfin ; ballena
ballena ; tiburon
tiburon ; tarantula
tarantula ; arana
arana ; escorpion
escorpion ; nutria
nutria ; ardilla
ardilla ; camaleon
camaleon ; escarabajo
tigre ; leon
leon ; hipopotamo
hipopotamo ; cebra
cebra ; vaca
vaca ; gallina
gallina ; abeja
abeja ; oveja
oveja ; elefante
elefante ; perro
perro ; gato
gato ; serpiente
serpiente ; caballo
caballo ; pez
pez ; ballena
ballena ; huron
huron ; escorpion
escorpion ; orca
orca ; tortuga
tortuga ; hormiga
hormiga ; escarabajo
escarabajo ; caracol
caracol ; lagarto
gato ; perro
perro ; serpiente
serpiente ; conejo
conejo ; mariposa
mariposa ; serpiente
serpiente ; jirafa
jirafa ; caracol
caracol ; elefante
elefante ; pajaro
pajaro ; oso
oso ; tigre
tigre ; leon
leon ; hormiga
hormiga ; mariquita
perro ; gato
gato ; conejo
conejo ; pajaro
pajaro ; huron
huron ; leon
leon ; tigre
tigre ; mono
mono ; gorila
gorila ; gusano
gusano ; mantis
mantis ; escarabajo
escarabajo ; arana
arana ; hormiga
hormiga ; oso
oso ; zorro
zorro ; rinoceronte
rinoceronte ; cebra
cebra ; hipopotamo
hipopotamo ; iguana
iguana ; alpaca
alpaca ; elefante
cabra ; rinoceronte
rinoceronte ; elefante
elefante ; ciervo
ciervo ; oveja
oveja ; caballo
caballo ; cabra
cabra ; perro
perro ; gato
gato ; vaca
vaca ; buey
buey ; toro
toro ; guepardo
guepardo ; leon
leon ; pantera
pantera ; lince
lince ; oso
oso ; jirafa
jirafa ; serpiente
serpiente ; mono
mono ; gorila
gorila ; orangutan
guepardo ; mono
mono ; caballo
caballo ; maltrato
maltrato ; perro
perro ; humano
humano ; serpiente
serpiente ; gorila
gorila ; jirafa
jirafa ; elefante
elefante ; jaguar
jaguar ; superioridad
superioridad ; leon
leon ; leon
leon ; canguro
canguro ; cocodrilo
cocodrilo ; comer
comer ; peligro
leon ; cebra
cebra ; rinoceronte
rinoceronte ; vaca
vaca ; caballo
caballo ; guepardo
guepardo ; lagarto
lagarto ; serpiente
serpiente ; huron
huron ; delfin
delfin ; tiburon
tiburon ; ballena
ballena ; orca
orca ; capibara
capibara ; tarantula
tarantula ; arana
arana ; ardilla
ardilla ; ornitorrinco
ornitorrinco ; escarabajo
escarabajo ; caracol
salvaje ; peligro
peligro ; ave
ave ; oceano
oceano ; agua
agua ; bosque
bosque ; insecto
insecto ; vida
jirafa ; oso
oso ; cerdo
cerdo ; vaca
vaca ; caballo
caballo ; perro
perro ; gato
gato ; pez
pez ; caracol
caracol ; mariposa
mariposa ; mosquito
mosquito ; leon
leon ; tigre
tigre ; pantera
pantera ; gusano
gusano ; puma
puma ; hamster
hamster ; conejo
conejo ; liebre
liebre ; jaguar
jaguar ; yegua
yegua ; huron
huron ; mofeta
gato ; perro
perro ; pez
pez ; vaca
vaca ; caballo
caballo ; gallina
gallina ; cerdo
cerdo ; oveja
oveja ; caracol
caracol ; armadillo
armadillo ; pangolin
pangolin ; dodo
dodo ; gaviota
gaviota ; petirrojo
petirrojo ; gorrion
gorrion ; tortuga
tortuga ; lagarto
lagarto ; lagartija
lagartija ; arana
arana ; cangrejo
cangrejo ; pulpo
pulpo ; calamar
calamar ; tiburon
tiburon ; cria
cria ; cautiverio
cautiverio ; granja
granja ; caza
caza ; alimento
alimento ; seleccion
zoologico ; tigre
tigre ; leon
leon ; sabana
sabana ; elefante
elefante ; perro
perro ; gato
gato ; pajaro
pajaro ; pez
pez ; oso
oso ; osopolar
osopolar ; pinguino
pinguino ; conejo
conejo ; periquito
periquito ; loro
loro ; conejo
conejo ; hamster
hamster ; jaula
jaula ; mono
mono ; gorila
gorila ; acaro
acaro ; mosca
mosca ; mosquito
mosquito ; leon
leon ; pantera
pantera ; jaguar
perro ; gato
gato ; caballo
caballo ; hamster
hamster ; tortuga
tortuga ; asno
asno ; burro
burro ; rata
rata ; raton
raton ; pajaro
pajaro ; pez
pez ; serpiente
serpiente ; pinguino
pinguino ; oso
oso ; lobo
lobo ; conejo
conejo ; juguete
juguete ; correa
correa ; comida
gato ; perro
perro ; cabra
cabra ; vaca
vaca ; burro
burro ; caballo
caballo ; pienso
pienso ; granja
granja ; establo
establo ; zoologico
zoologico ; cuervo
cuervo ; gusano
gusano ; rata
rata ; arana
arana ; serpiente
serpiente ; caracol
caracol ; pepinodemar
pepinodemar ; tiburon
tiburon ; mapache
mapache ; hamster
hamster ; oveja
oveja ; lana
lana ; saltamontes
saltamontes ; bicho
bicho ; insecto
insecto ; pajaro
pajaro ; halcon
halcon ; condor
condor ; paloma
paloma ; huron
huron ; pinguino
pinguino ; oso
oso ; osopolar
osopolar ; tucan
tucan ; osoperezoso
osoperezoso ; cebra
zorro ; leon
leon ; gacela
gacela ; cocodrilo
cocodrilo ; tiburon
tiburon ; pajaro
pajaro ; perro
perro ; pez
pez ; gato
gato ; paloma
paloma ; lince
lince ; girafa
girafa ; pinguino
pinguino ; ornitorrinco
pez ; pajaro
pajaro ; mono
mono ; almeja
almeja ; bisonte
bisonte ; buey
buey ; gacela
gacela ; cocodrilo
cocodrilo ; pantera
pantera ; leon
leon ; girafa
girafa ; toro
toro ; perro
perro ; gato
gato ; caballo
caballo ; hipopotamo
hipopotamo ; emu
emu ; nu
nu ; canguro
canguro ; tiburon
tiburon ; ballena
ballena ; tiburonmartillo
tiburonmartillo ; pezespada
pezespada ; papagallo
papagallo ; loro
loro ; halcon
halcon ; aguila
aguila ; cigarra
cigarra ; saltamontes
saltamontes ; ciervo
ciervo ; hamster
hamster ; guepardo
cerdo ; pato
pato ; caballo
caballo ; perro
perro ; gato
gato ; caballo
caballo ; oveja
oveja ; burro
burro ; pelo
pelo ; ojo
ojo ; ballena
ballena ; delfin
delfin ; pez
pez ; pezglobo
pezglobo ; pezespada
pezespada ; tiburon
tiburon ; tiburonblanco
tiburonblanco ; tiburontigre
tiburontigre ; tiburonballena
tiburonballena ; ballena
ballena ; ballenaazul
ballenaazul ; orca
orca ; pinguino
pinguino ; osopolar
osopolar ; oso
oso ; osogrizzly
osogrizzly ; leon
leon ; tigre
tigre ; pantera
pantera ; guepardo
guepardo ; leopardo
leopardo ; mantis
mantis ; mono
mono ; chimpance
chimpance ; serpiente
serpiente ; cobra
cobra ; ornitorrinco
ornitorrinco ; desman
desman ; cabra
cabra ; cabramontesa
cabramontesa ; camaleon
camaleon ; pez
pez ; tiburon
tiburon ; megalodon
megalodon ; leon
leon ; tigre
tigre ; hiena
hiena ; buey
buey ; bufalo
bufalo ; aguila
aguila ; cebra
cebra ; koala
koala ; rinoceronte
rinoceronte ; pantera
pantera ; ciervo
ciervo ; puma
puma ; leopardo
leopardo ; lince
lince ; paloma
paloma ; gato
gato ; perro
perro ; loro
loro ; paloma
paloma ; hormiga
hormiga ; abeja
perro ; gato
gato ; vaca
vaca ; toro
toro ; caballo
caballo ; yegua
yegua ; foca
foca ; morsa
morsa ; leondemar
leondemar ; pajaro
pajaro ; paloma
paloma ; ajolote
ajolote ; tucan
tucan ; oso
oso ; mapache
mapache ; perezoso
perezoso ; osohormiguero
osohormiguero ; hormiga
hormiga ; insecto
insecto ; libelula
libelula ; serpiente
serpiente ; iguana
iguana ; reptil
perro ; caballo
caballo ; burro
burro ; gato
gato ; mantarraya
mantarraya ; tiburon
tiburon ; leopardo
leopardo ; lagartija
lagartija ; caballitodemar
caballitodemar ; pezgato
pezgato ; sirulo
sirulo ; sardina
sardina ; atun
atun ; salmon
salmon ; pajaro
pajaro ; aguila
aguila ; cuervo
cuervo ; murcielago
murcielago ; humano
humano ; coyote
coyote ; topo
topo ; ornitorrinco
ornitorrinco ; oruga
oruga ; gusano
gusano ; larva
larva ; rana
rana ; sapo
cordero ; cabra
cabra ; zorro
zorro ; perro
perro ; gato
gato ; jirafa
jirafa ; hipopotamo
hipopotamo ; mono
mono ; mapache
mapache ; osohormiguero
osohormiguero ; canguro
canguro ; ardilla
ardilla ; ornitorrinco
ornitorrinco ; tigre
tigre ; leon
leon ; leopardo
leopardo ; jaguar
jaguar ; tucan
tucan ; periquito
periquito ; loro
loro ; paloma
paloma ; pajaro
pajaro ; buho
buho ; lechuza
lechuza ; osopolar
osopolar ; pinguino
pinguino ; ballena
ballena ; barracuda
barracuda ; sepia
sepia ; tiburon
tiburon ; tiburonblanco
tiburonblanco ; pezespada
pezespada ; serpiente
serpiente ; escarabajo
cerdo ; caballo
caballo ; gallina
gallina ; ardilla
ardilla ; gallo
gallo ; babosa
babosa ; lombriz
lombriz ; acaro
acaro ; pantera
pantera ; puma
puma ; tigre
tigre ; gato
gato ; leopardo
leopardo ; guepardo
guepardo ; leon
leon ; leon
leon ; mariposa
mariposa ; mariquita
mariquita ; ornitorrinco
ornitorrinco ; oruga
gato ; perro
perro ; pajaro
pajaro ; lobo
lobo ; tigre
tigre ; tortuga
tortuga ; pez
pez ; tiburon
perro ; gato
gato ; pajaro
pajaro ; pez
pez ; mapache
mapache ; flamenco
flamenco ; avestruz
avestruz ; elefante
elefante ; hiena
hiena ; gacela
gacela ; huron
huron ; tejon
tejon ; armino
armino ; bison
bison ; bisonte
bisonte ; yack
yack ; vaca
vaca ; oveja
oveja ; cabra
cabra ; zorro
zorro ; lobo
lobo ; hipopotamo
hipopotamo ; emu
emu ; canguro
canguro ; ornitorrinco
ornitorrinco ; canario
canario ; pato
pato ; lechuza
lechuza ; buho
buho ; guacamayo
guacamayo ; loro
loro ; tapir
tapir ; capibara
caballo ; leon
leon ; perro
perro ; gallo
gallo ; pajaro
pajaro ; cerdo
pez ; vaca
vaca ; toro
toro ; oveja
oveja ; cebra
cebra ; leon
leon ; tigre
tigre ; rata
rata ; topo
topo ; rata
rata ; tortuga
tortuga ; cocodrilo
cocodrilo ; elefante
elefante ; perro
perro ; gato
gato ; delfin
delfin ; hipopotamo
hipopotamo ; tiburon
tiburon ; sardina
sardina ; jurel
jurel ; caballa
caballa ; salmon
perro ; gato
gato ; conejo
conejo ; leon
leon ; tigre
tigre ; camaleon
camaleon ; caracol
caracol ; burro
burro ; caballo
caballo ; cocodrilo
cocodrilo ; caiman
caiman ; oso
oso ; lobo
lobo ; rinoceronte
rinoceronte ; jirafa
jirafa ; hipopotamo
hipopotamo ; lince
lince ; lagarto
lagarto ; caracol
perro ; gato
gato ; caballo
caballo ; zorro
zorro ; divertido
divertido ; pez
pez ; tiburon
tiburon ; delfin
delfin ; toro
toro ; elefante
elefante ; pajaro
pajaro ; avestruz
avestruz ; lagarto
lagarto ; insecto
leon ; jirafa
jirafa ; delfin
delfin ; tiburon
tiburon ; elefante
elefante ; gato
gato ; perro
perro ; tigre
tigre ; zorro
zorro ; caracol
caracol ; serpiente
serpiente ; oveja
oveja ; cabra
cabra ; leopardo
leopardo ; cocodrilo
cocodrilo ; ciervo
ciervo ; llama
llama ; foca
carino ; compania
compania ; sentimiento
sentimiento ; gato
gato ; perro
perro ; diversion
diversion ; responsabilidad
responsabilidad ; elefante
elefante ; leon
leon ; tigre
tigre ; pez
pez ; zoologico
zoologico ; alegria
mono ; gorila
gorila ; chimpance
chimpance ; serpiente
serpiente ; perro
perro ; gato
gato ; raton
raton ; rata
rata ; pajaro
pajaro ; ciguena
ciguena ; lagartija
lagartija ; gusano
gusano ; hormiga
hormiga ; leon
leon ; elefante
elefante ; canguro
canguro ; jirafa
jirafa ; conejo
perro ; gato
gato ; caballo
caballo ; delfin
delfin ; foca
foca ; ballena
ballena ; oso
oso ; conejo
conejo ; serpiente
serpiente ; liebre
liebre ; leon
leon ; tiburon
tiburon ; pez
pez ; jirafa
jirafa ; leopardo
leopardo ; cebra
cebra ; tortuga
tortuga ; pajaro
perro ; gato
gato ; atun
atun ; pajaro
pajaro ; jabali
jabali ; venado
venado ; rana
rana ; raton
raton ; rata
rata ; serpiente
serpiente ; gamo
gamo ; corzo
corzo ; ciervo
ciervo ; cocodrilo
cocodrilo ; tiburon
tiburon ; delfin
delfin ; oveja
oveja ; cabra
cabra ; vaca
vaca ; cebra
cebra ; jirafa
jirafa ; elefante
elefante ; leon
perro ; vaca
vaca ; gato
gato ; serpiente
serpiente ; conejo
conejo ; caballo
caballo ; burro
burro ; lagartija
lagartija ; pulpo
pulpo ; calamar
calamar ; ballena
ballena ; tiburon
tiburon ; delfin
delfin ; ornitorrinco
pajaro ; leon
leon ; tigre
tigre ; delfin
delfin ; tiburon
tiburon ; ballena
ballena ; perro
perro ; gato
gato ; oso
oso ; leopardo
leopardo ; pinguino
pinguino ; gorila
gorila ; mono
mono ; cabra
cabra ; oveja
oveja ; vaca
vaca ; gallo
gallo ; gallina
gallina ; escorpion
escorpion ; serpiente
vaca ; caballo
caballo ; oveja
oveja ; gallina
gallina ; perdiz
perdiz ; conejo
conejo ; liebre
liebre ; zorzal
zorzal ; cabra
cabra ; gurriato
gurriato ; paloma
paloma ; tordo
tordo ; carpa
carpa ; barbo
barbo ; pavoreal
vaca ; toro
toro ; gallina
gallina ; pollo
pollo ; gallo
gallo ; perro
perro ; gato
gato ; cucaracha
cucaracha ; arana
arana ; ballena
ballena ; pajaro
pajaro ; cocodrilo
cocodrilo ; elefante
elefante ; raton
raton ; grillo
grillo ; gusano
gusano ; serpiente
serpiente ; culebra
culebra ; lombriz
lombriz ; conejo
conejo ; caballo
caballo ; burro
burro ; llama
gato ; perro
perro ; conejo
conejo ; leon
leon ; elefante
elefante ; hipopotamo
hipopotamo ; murcielago
murcielago ; pajaro
pajaro ; aguila
aguila ; buitre
buitre ; mariposa
mariposa ; gallina
gallina ; rata
rata ; raton
raton ; zorro
zorro ; ciervo
gato ; perro
perro ; pajaro
pajaro ; loro
loro ; colorin
colorin ; jilguero
jilguero ; caballo
caballo ; vaca
vaca ; leopardo
leopardo ; serpiente
serpiente ; cobra
cobra ; culebra
culebra ; wacamallo
wacamallo ; camello
camello ; zorro
zorro ; gallina
gallina ; cerdo
cerdo ; cuervo
cuervo ; tigre
tigre ; leon
perro ; gato
gato ; vaca
vaca ; pez
pez ; oveja
oveja ; gallina
gallina ; caballo
caballo ; burro
burro ; tortuga
tortuga ; caracol
caracol ; corral
corral ; correa
correa ; arnes
arnes ; transportador
transportador ; pecera
pecera ; pienso
pienso ; cuadra
cuadra ; montura
montura ; cabezada
cabezada ; rienda
perro ; gato
gato ; hamster
hamster ; pajaro
pajaro ; loro
loro ; caballo
caballo ; cerdo
cerdo ; vaca
vaca ; insecto
insecto ; mamifero
mamifero ; fosil
fosil ; ballena
ballena ; tiburon
tiburon ; pezglobo
pezglobo ; caballitodemar
caballitodemar ; cangrejo
cangrejo ; caracol
caracol ; pulpo
pulpo ; serpiente
serpiente ; gusano
gusano ; mono
mono ; gorila
gorila ; salamandra
salamandra ; escarabajo
caballo ; gato
gato ; perro
perro ; serpiente
serpiente ; pajaro
pajaro ; cocodrilo
cocodrilo ; pez
pez ; vaca
vaca ; toro
toro ; oveja
oveja ; cerdo
cerdo ; lobo
lobo ; oso
oso ; mono
mono ; elefante
elefante ; loro
loro ; raton
raton ; cucaracha
perro ; gato
gato ; leon
leon ; cobaya
cobaya ; pantera
pantera ; tigre
tigre ; gacela
gacela ; hiena
hiena ; hamster
hamster ; tiburon
tiburon ; pez
pez ; ballena
ballena ; delfin
delfin ; agaporni
agaporni ; mascota
mascota ; elefante
elefante ; jirafa
jirafa ; lobo
lobo ; murcielago
murcielago ; raton
raton ; pato
pato ; caracol
caracol ; cerdo
cerdo ; vaca
vaca ; pollo
pollo ; gallo
gallo ; gallina
gallina ; ruisenor
ruisenor ; burro
burro ; asno
asno ; caballo
caballo ; yegua
yegua ; toro
toro ; carnero
carnero ; oveja
oveja ; pony
pony ; potro
toro ; vaca
vaca ; perro
perro ; gato
gato ; rata
rata ; raton
