Source ; Target
corazon ; flor
flor ; chocolate
chocolate ; novio
novio ; sanvalentin
sanvalentin ; comida
comida ; rosa
rosa ; familia
familia ; beso
familia ; novia
novia ; novio
novio ; abuelo
abuelo ; abuela
abuela ; relacion
relacion ; juventud
juventud ; beso
beso ; abrazo
abrazo ; amigo
amigo ; aficion
aficion ; enamorado
enamorado ; enamorada
enamorada ; madre
madre ; padre
padre ; sanvalentin
sanvalentin ; paris
paris ; regalo
regalo ; detalle
detalle ; cita
pareja ; bombon
bombon ; flor
flor ; cunada
cunada ; nieto
nieto ; hijo
hijo ; sexo
sexo ; cunado
cunado ; suegra
suegra ; suegro
suegro ; nuera
nuera ; nuero
pelea ; toxico
toxico ; romance
romance ; persona
persona ; abrazo
abrazo ; beso
beso ; preocupar
preocupar ; celo
celo ; engano
engano ; pareja
pareja ; familia
familia ; chocolate
carta ; romance
romance ; pareja
pareja ; beso
beso ; abrazo
abrazo ; habitacion
habitacion ; pelicula
pelicula ; libro
libro ; musica
novio ; novia
novia ; familia
familia ; beso
beso ; abrazo
abrazo ; caricia
caricia ; abuelo
abuelo ; matrimonio
matrimonio ; amigo
amigo ; mascota
mascota ; enamorado
enamorado ; cartadeamor
cartadeamor ; cita
cita ; pareja
querer ; novio
novio ; novia
novia ; peluche
peluche ; pulsera
pulsera ; carino
carino ; corazon
corazon ; anillo
anillo ; sorpresa
sorpresa ; amigo
amigo ; padre
padre ; mascota
mascota ; familia
familia ; regalo
regalo ; generosidad
enamorar ; casarse
casarse ; amigo
amigo ; familia
familia ; abrazar
abrazar ; besar
besar ; querer
querer ; cuidar
decepcion ; confusion
confusion ; familia
familia ; querer
querer ; amigo
amigo ; novioa
novioa ; mariposasenelestomago
mariposasenelestomago ; paz
paz ; feliz
corazon ; flor
flor ; pareja
pareja ; detalle
detalle ; sufrimiento
sufrimiento ; ilusion
ilusion ; alegria
alegria ; anillo
anillo ; familia
familia ; hijo
hijo ; boda
boda ; bombon
bombon ; sanvalentin
sanvalentin ; santjordi
santjordi ; rosa
rosa ; rojo
romance ; pelicula
pelicula ; novio
novio ; beso
beso ; abrazo
abrazo ; carino
carino ; libro
libro ; habitacion
pareja ; familia
familia ; sanvalentin
sanvalentin ; amigo
amigo ; beso
beso ; pelicula
carino ; amistad
amistad ; confianza
confianza ; sinceridad
sinceridad ; persona
persona ; libertad
libertad ; corazon
peluche ; pulsera
pulsera ; detalle
detalle ; corazon
corazon ; sentimiento
sentimiento ; carino
carino ; beso
beso ; mimo
mimo ; abrazo
abrazo ; regalo
corazon ; abrazo
abrazo ; familia
familia ; rojo
rojo ; amigo
amigo ; amistad
amistad ; carino
carino ; aprecio
aprecio ; generosidad
generosidad ; agradecer
agradecer ; compartir
compartir ; querer
querer ; flor
flor ; regalo
regalo ; demostrar
demostrar ; mejorar
persona ; libertad
libertad ; confianza
confianza ; animal
animal ; confianza
confianza ; comunicacion
comunicacion ; paris
regalo ; carino
carino ; querer
querer ; viaje
viaje ; tiempojuntos
tiempojuntos ; boda
boda ; tenerhijo
tenerhijo ; bombon
bombon ; rosa
rosa ; flor
flor ; cenarjuntos
cenarjuntos ; pasartiempojunto
pasartiempojunto ; familia
familia ; comprarunacasa
cuerno ; traicion
traicion ; pareja
pareja ; novio
novio ; novia
novia ; amigo
amigo ; profesor
profesor ; familia
familia ; padre
padre ; incondicional
incondicional ; toxico
toxico ; cupido
cupido ; corazon
corazon ; rojo
rojo ; tio
tio ; tia
tia ; abuelo
abuelo ; abuela
abuela ; animal
animal ; mascota
mascota ; perro
perro ; pera
pera ; gato
gato ; gata
gata ; toxica
sexo ; calor
calor ; beso
beso ; cuerno
cuerno ; infidelidad
infidelidad ; felicidad
felicidad ; llorar
llorar ; obsesion
obsesion ; gay
gay ; lesbiana
lesbiana ; bisexual
bisexual ; toxico
toxico ; celo
celo ; secreto
secreto ; toxicidad
toxicidad ; incomprendido
novio ; novia
novia ; familia
familia ; madre
madre ; hijo
hijo ; beso
beso ; abrazo
abrazo ; ayudar
ayudar ; querer
querer ; apoyar
apoyar ; entender
entender ; cambiar
cambiar ; cuerno
cuerno ; cita
cita ; cine
cine ; cena
cena ; restaurante
restaurante ; corazon
corazon ; sentimiento
sentimiento ; llorar
llorar ; feliz
feliz ; amoraprimeravista
amoraprimeravista ; esteriotipo
esteriotipo ; fidelidad
lealtad ; confianza
confianza ; familia
familia ; beso
beso ; abrazo
abrazo ; regalo
regalo ; matrimonio
matrimonio ; bebe
bebe ; responsabilidad
responsabilidad ; miedo
miedo ; inseguridad
inseguridad ; felicidad
felicidad ; ilusion
ilusion ; cartadeamor
cartadeamor ; sueno
sueno ; expectativa
expectativa ; seguridad
novio ; novia
novia ; madre
madre ; padre
padre ; familia
familia ; cuerno
cuerno ; dinero
dinero ; traicion
traicion ; infidelidad
infidelidad ; corazon
corazon ; sentimiento
sentimiento ; cita
yo ; amigo
amigo ; familia
familia ; dinero
dinero ; dormir
dormir ; comer
comer ; caminar
caminar ; irdecompra
irdecompra ; libro
familia ; amigo
amigo ; pareja
pareja ; novio
novio ; novia
novia ; hijo
hijo ; querer
querer ; amar
beso ; abrazo
abrazo ; novio
novio ; familia
familia ; dinero
dinero ; traicion
traicion ; infidelidad
infidelidad ; corazon
corazon ; sentimiento
sentimiento ; abrazo
padre ; madre
madre ; dinero
dinero ; leer
leer ; estudiar
estudiar ; fiel
fiel ; felicidad
felicidad ; triste
triste ; tio
tio ; tia
tia ; abuelo
abuelo ; abuela
abuela ; familia
familia ; futbol
futbol ; cricket
cricket ; padel
padel ; deporte
deporte ; hijo
hijo ; hija
hija ; amigo
amigo ; amiga
amiga ; profesor
profesor ; toxico
toxico ; novio
novio ; traicion
traicion ; animal
animal ; mascota
persona ; animal
animal ; familia
familia ; novia
novia ; novio
novio ; boda
boda ; amigo
amigo ; rojo
rojo ; corazon
corazon ; carino
carino ; contactofisico
cita ; carino
beso ; abrazo
abrazo ; querer
querer ; regalo
regalo ; pareja
pareja ; novio
novio ; cita
cita ; cena
cena ; boda
sexo ; comprension
comprension ; tiempojuntos
tiempojuntos ; dormir
dormir ; hablar
hablar ; quedar
quedar ; dartiempo
dartiempo ; explicar
explicar ; entender
entender ; mimo
mimo ; abrazo
abrazo ; genital
genital ; tocamiento
tocamiento ; malpensar
malpensar ; sobrepensar
sobrepensar ; preguntar
preguntar ; comprender
comprender ; ver
amar ; beso
beso ; familia
familia ; madre
madre ; padre
padre ; novio
novio ; amigo
amigo ; traicion
traicion ; cuerno
cuerno ; infidelidad
infidelidad ; infiel
infiel ; deporte
deporte ; abrazo
abrazo ; sentimiento
carino ; querer
querer ; literatura
literatura ; ideal
ideal ; desesperacion
desesperacion ; obsesion
obsesion ; admiracion
admiracion ; respeto
pareja ; corazon
corazon ; alma
alma ; roce
roce ; cuerpo
cuerpo ; comunicacion
comunicacion ; confianza
confianza ; intensidad
intensidad ; familia
familia ; valoremocional
valoremocional ; soltero
soltero ; material
material ; amigo
amigo ; color
color ; eterno
eterno ; cuerpo
cuerpo ; sexo
sexo ; nocorrespondido
nocorrespondido ; querer
querer ; hablar
hablar ; sentir
sentir ; odio
odio ; desprecio
pareja ; relacion
relacion ; amigo
amigo ; familia
familia ; gustar
gustar ; querer
querer ; casarse
casarse ; aniversario
aniversario ; compromiso
compromiso ; eterno
eterno ; verdadero
verdadero ; enamorar
enamorar ; ruptura
ruptura ; toxicidad
toxicidad ; lgbtq
lgbtq ; libre
pelicula ; serie
serie ; asco
asco ; novio
novio ; asexual
asexual ; bisexual
bisexual ; homosexual
homosexual ; pansexual
pansexual ; boda
boda ; amar
amar ; reciproco
reciproco ; felicidad
felicidad ; belleza
belleza ; pareja
pareja ; hijo
hijo ; complicidad
complicidad ; sentimiento
sentimiento ; libertad
libertad ; intensidad
intensidad ; confianza
confianza ; desprecio
desprecio ; decepcion
decepcion ; paz
paz ; calma
calma ; cultura
cultura ; divorcio
divorcio ; distancia
distancia ; procreacion
novio ; novia
novia ; querer
querer ; cartadeamor
cartadeamor ; chocolate
chocolate ; cine
cine ; pelicula
pelicula ; serie
serie ; poliamor
poliamor ; beso
beso ; abrazo
abrazo ; familia
familia ; amigo
amigo ; abuelo
abuelo ; padre
padre ; amistad
amistad ; confianza
confianza ; afecto
afecto ; admiracion
novia ; novio
novio ; querer
querer ; amar
amar ; sentirseamado
sentirseamado ; felicidad
felicidad ; relacion
relacion ; companerismo
companerismo ; ayudamutua
ayudamutua ; comprender
comprender ; ayudar
ayudar ; empatia
empatia ; beso
beso ; abrazo
abrazo ; copular
copular ; orientacionsexual
orientacionsexual ; fraternal
fraternal ; amigo
amigo ; amistad
amistad ; fascinacion
pareja ; relacion
relacion ; consideracion
consideracion ; proteger
proteger ; enamoramiento
enamoramiento ; casamiento
casamiento ; boda
pareja ; matrimonio
matrimonio ; boda
boda ; novio
novio ; novia
novia ; marido
marido ; mujer
mujer ; poligamia
poligamia ; reciencasado
reciencasado ; bombon 
bombon  ; sanvalentin
sanvalentin ; beso
beso ; cupido
cupido ; rojo
rojo ; sonrojo
sonrojo ; acercamiento
pareja ; relacion
relacion ; casialgo
casialgo ; mente
mente ; alma
alma ; confianza
confianza ; amar
amar ; querer
querer ; abrazo
abrazo ; apoyo
apoyo ; contactofisico
contactofisico ; disputa
disputa ; discutir
discutir ; ruptura
ruptura ; casarse
casarse ; anillo
anillo ; velo
velo ; padre
padre ; madre
madre ; abuelo
abuelo ; abuela
abuela ; divorcio
divorcio ; novio
novio ; novia
novia ; amante
amante ; afecto
afecto ; comunicacion
comunicacion ; ruptura
ruptura ; puro
puro ; tocar
tocar ; sentir
sentir ; respirar
respirar ; conectar
conectar ; quimica
quimica ; conexion
conexion ; lucha
lucha ; miedo
miedo ; echarseatra
abrazar ; besar
besar ; beso
beso ; cercania
cercania ; belleza
belleza ; hermosura
hermosura ; relacion
relacion ; cocinar
cocinar ; salir
salir ; beber
beber ; comer
comer ; banar
banar ; duchar
duchar ; dormir
dormir ; jugar
boda ; pareja
pareja ; novio
novio ; novia
novia ; familia
familia ; fraternidad
fraternidad ; incondicional
incondicional ; amistad
amistad ; padre
padre ; madre
madre ; abuelo
abuelo ; familiareslejano
familiareslejano ; tio
tio ; tia
tia ; primo
primo ; prima
prima ; sobrino
sobrino ; sobrina
sobrina ; nieto
nieto ; nieta
distancia ; querer
querer ; llorar
llorar ; reir
reir ; jugar
jugar ; besar
besar ; abrazar
abrazar ; sentir
sentir ; dialogar
dialogar ; familia
familia ; amigo
amigo ; pareja
pareja ; hijo
hijo ; padre
amante ; relacion
relacion ; novia
novia ; novio
novio ; marido
marido ; esposa
esposa ; casarse
casarse ; boda
boda ; lunademiel
lunademiel ; comprension
comprension ; respeto
respeto ; anillo
anillo ; beso
beso ; relacionabierta
relacionabierta ; regalo
regalo ; bombon
bombon ; cupido
cupido ; hijo
hijo ; pasion
pasion ; vocacion
carla ; alma
alma ; vida
vida ; carino
carino ; afecto
afecto ; cansancio
cansancio ; pesadez
pesadez ; intensidad
intensidad ; desprecio
desprecio ; agonia
agonia ; odio
odio ; ruptura
ruptura ; divorcio
divorcio ; padre
padre ; distancia
distancia ; infinito
infinito ; mentira
mentira ; cuerno
cuerno ; secreto
secreto ; imposible
imposible ; afectivo
afectivo ; libro
libro ; danza
danza ; pasion
pasion ; ella
ella ; perfeccion
perfeccion ; lucha
lucha ; aferrarse
aferrarse ; tiempo
interes ; corazon
pareja ; amante
amante ; enamorado
enamorado ; cartadeamor
cartadeamor ; declaracion
declaracion ; proposiciondematrimonio
proposiciondematrimonio ; matrimonio
matrimonio ; boda
boda ; lunademiel
lunademiel ; novio
novio ; novia
novia ; marido
marido ; mujer
mujer ; amante
amante ; anillo
anillo ; bombon
bombon ; regalo
regalo ; cupido
pareja ; toxicidad
toxicidad ; amor
amor ; respeto
respeto ; estar
estar ; convivencia
convivencia ; autocontrol
autocontrol ; cita
cita ; relacion
carino ; pareja
pareja ; amistad
amistad ; mascota
mascota ; confianza
confianza ; aprendizaje
aprendizaje ; sentimiento
sentimiento ; seresvivo
seresvivo ; libre
libre ; dulce
respeto ; beso
beso ; infidelidad
infidelidad ; fiel
fiel ; querer
querer ; familia
familia ; amigo
amigo ; obsesion
carta ; flor
flor ; chocolate
chocolate ; corazon
corazon ; querer
querer ; sentimiento
familia ; amigo
amigo ; cita
cita ; relacion
relacion ; marido
marido ; mujer
mujer ; boda
boda ; sentimiento
sentimiento ; novio
novio ; novia
novia ; carino
carino ; corazon
corazon ; beso
beso ; romance
romance ; romantico
romantico ; romantica
romantica ; pasion
relacionamorosa ; novio
novio ; novia
novia ; esposo
esposo ; marido
marido ; esposa
esposa ; union
union ; abrazo
abrazo ; beso
beso ; sanvalentin
sanvalentin ; corazon
corazon ; rojo
rojo ; emocionesnueva
emocionesnueva ; felicidad
felicidad ; amoraprimeravista
amoraprimeravista ; familia
familia ; amistad
novio ; novia
novia ; relacion
relacion ; familia
familia ; amigo
corazon ; rojo
rojo ; abrazo
abrazo ; beso
beso ; amistad
amistad ; regalo
regalo ; confianza
confianza ; respeto
respeto ; felicidad
felicidad ; flor
novio ; novia
novia ; regalo
regalo ; flor
flor ; matrimonio
matrimonio ; casado
casado ; pareja
corazon ; chocolate
chocolate ; flor
flor ; beso
beso ; regalo
regalo ; cenaespecial
cenaespecial ; abrazo
beso ; corazon
corazon ; sanvalentin
pareja ; madre
madre ; padre
padre ; enamorada
enamorada ; enamorado
enamorado ; carino
carino ; lindo
lindo ; bonito
bonito ; hermoso
hermoso ; hermosa
hermosa ; linda
anillo ; cajadebombon
cajadebombon ; collar
collar ; peluche
persona ; mujer
mujer ; anillo
anillo ; lunademiel
lunademiel ; matrimonio
matrimonio ; felicidad
felicidad ; tristeza
tristeza ; confianza
confianza ; decepcion
decepcion ; hijo
hijo ; regalo
regalo ; casa
familiar ; amigo
amigo ; mejoramigo
mejoramigo ; regalo
regalo ; afecto
afecto ; poema
poema ; cancion
cancion ; echardemenos
echardemenos ; carino
carino ; corazon
corazon ; flor
flor ; rosa
rosa ; anillo
anillo ; compromiso
compromiso ; fiel
fiel ; amante
amante ; corazonroto
corazonroto ; ruptura
ruptura ; infidelidad
infidelidad ; venganza
venganza ; indiferencia
familia ; amigo
amigo ; pareja
pareja ; mascota
mascota ; novio
novio ; novia
novia ; amante
amante ; mejoramiga
mejoramiga ; mejoramigo
mejoramigo ; marido
marido ; mujer
confiar ; amigo
amigo ; familia
familia ; novio
novio ; novia
novia ; amistad
amistad ; lealtad
lealtad ; felicidad
felicidad ; toxico
toxico ; relacion
relacion ; pareja
pareja ; cita
cita ; quedar
quedar ; incondicional
incondicional ; VERDADERO
VERDADERO ; amoraprimeravista
amoraprimeravista ; escuchar
escuchar ; infiel
coito ; sexo
sexo ; corazon
corazon ; rojo
rojo ; pasion
pasion ; familia
familia ; abrazar
abrazar ; besar
besar ; amistad
amistad ; homersimpson
homersimpson ; petergriffin
pareja ; sentimiento
sentimiento ; novioa
novioa ; carino
carino ; amigo
amigo ; familia
familia ; emocionesbonita
emocionesbonita ; apreciar
apreciar ; demostrarcarinoporlaotrapersona
demostrarcarinoporlaotrapersona ; deseo
deseo ; querer
cita ; sentimiento
sentimiento ; beso
beso ; abrazo
abrazo ; conversacion
conversacion ; amigo
amigo ; familia
familia ; pensarenesaperosna
sentimiento ; corazon
corazon ; bonito
bonito ; homosexual
homosexual ; heterosexual
heterosexual ; boda
boda ; marido
marido ; mujer
mujer ; novio
novio ; novia
novia ; beso
beso ; abrazo
abrazo ; manifestar
manifestar ; regalo
regalo ; felicidad
felicidad ; relacion
relacion ; sexo
sexo ; flor
infidelidad ; novio
novio ; novia
novia ; sexo
sexo ; confianza
confianza ; pasion
pasion ; intensidad
intensidad ; querer
querer ; confiar
confiar ; respeto
respeto ; asexual
asexual ; homosexualidad
homosexualidad ; pareja
pareja ; matrimonio
matrimonio ; familia
familia ; amigo
amigo ; mascota
mascota ; desear
desear ; match
match ; conectar
conectar ; mutuo
mutuo ; cita
cita ; casamiento
casamiento ; boda
boda ; amistad
pareja ; tristeza
tristeza ; felicidad
felicidad ; depresion
depresion ; regalo
regalo ; flor
flor ; beso
beso ; preocupacion
preocupacion ; celo
celo ; arrepentimiento
arrepentimiento ; euforia
euforia ; pensamientoraro
pensamientoraro ; viaje
viaje ; matrimonio
matrimonio ; divorcio
divorcio ; casa
casa ; hijo
hijo ; cunado
flor ; chocolate
chocolate ; bombon
bombon ; sentir
sentir ; querer
querer ; beso
beso ; abrazo
abrazo ; matrimonio
matrimonio ; noviazgo
noviazgo ; carino
carino ; corazon
conexion ; respeto
respeto ; amoraprimeravista
amoraprimeravista ; mutuo
mutuo ; principeazul
principeazul ; dolor
dolor ; perfeccion
perfeccion ; matrimonio
matrimonio ; anillo
anillo ; cartadeamor
pareja ; novio
novio ; casarse
casarse ; anillo
anillo ; plan
plan ; saliracenar
saliracenar ; verpelicula
verpelicula ; corazon
corazon ; peluche
peluche ; regalo
regalo ; mascota
mascota ; hijo
hijo ; familia
familia ; comodidad
comodidad ; bienestar
pareja ; novio
novio ; novia
novia ; querer
querer ; abrazar
abrazar ; besar
besar ; casarse
casarse ; responsabilidadafectiva
responsabilidadafectiva ; tenerhijo
tenerhijo ; familia
familia ; hermano
hermano ; amorpropio
amorpropio ; amar
amar ; preguntar
compania ; respeto
respeto ; sinceridad
sinceridad ; pasartiempo
pasartiempo ; lealtad
lealtad ; honesto
honesto ; fiel
fiel ; madured
madured ; objetividad
relacion ; cuerno
cuerno ; infidelidad
infidelidad ; matrimonio
matrimonio ; divorcio
divorcio ; vidaarruinada
vidaarruinada ; nadabueno
nadabueno ; seriesromantica
seriesromantica ; caballero
caballero ; denuncia
denuncia ; acososexual
acososexual ; tinder
tinder ; quedarsesolo
quedarsesolo ; saludmental
saludmental ; depresion
depresion ; nube
nube ; corazon
corazon ; sentir
sentir ; querer
querer ; confundiralagemela
relacion ; lealtad
lealtad ; sanvalentin
sanvalentin ; rosa
rosa ; regalo
regalo ; hijo
hijo ; querer
querer ; corazon
corazon ; reir
reir ; pasarlobien
pasarlobien ; beso
beso ; abrazo
abrazo ; entender
amoraprimeravista ; pareja
pareja ; lunademiel
lunademiel ; boda
boda ; beso
beso ; regalo
regalo ; bombon
bombon ; rosa
rosa ; respeto
respeto ; poliamor
poliamor ; infidelidad
infidelidad ; enamoramiento
enamoramiento ; novio
sexo ; sexo
sexo ; muydificil
muydificil ; ahorrar
ahorrar ; regalo
regalo ; familia
familia ; chicote
chicote ; cristobalsoria
cristobalsoria ; donmanuelruizdelopera
donmanuelruizdelopera ; querer
querer ; carnaval
carnaval ; semanasanta
semanasanta ; tirarnabosaljarrampla
tirarnabosaljarrampla ; irsedeputaspqconseguirnoviaestachuungo
irsedeputaspqconseguirnoviaestachuungo ; petergriffinhomosexual
petergriffinhomosexual ; eljordicruz
eljordicruz ; iessanfernando
iessanfernando ; tomatina
tomatina ; auxiliadora
novio ; novia
novia ; pareja
pareja ; beso
beso ; abrazo
abrazo ; amorpropio
amorpropio ; autoestima
autoestima ; querer
querer ; amigo
amigo ; familia
familia ; abuelo
abuelo ; hermano
hermano ; mostrarafecto
mostrarafecto ; muestracarinosa
muestracarinosa ; detalle
detalle ; gustar
gustar ; amar
amar ; verpelicula
verpelicula ; feliz
carta ; promesa
promesa ; regalo
regalo ; matrimonio
matrimonio ; anillo
anillo ; pareja
pareja ; nocorrespondido
nocorrespondido ; beso
beso ; abrazo
abrazo ; obsesion
carino ; lealtad
lealtad ; felicidad
felicidad ; compasion
compasion ; besar
besar ; abrazar
abrazar ; fiel
fiel ; novio
novio ; novia
novia ; casarse
casarse ; honestidad
honestidad ; respeto
respeto ; pasarelratocongentequeama
pasarelratocongentequeama ; nomentir
nomentir ; avisar
abrazo ; beso
beso ; pareja
pareja ; boda
felicidad ; tristeza
tristeza ; alegria
alegria ; sonrisa
sonrisa ; respeto
respeto ; libertad
libertad ; seguridad
beso ; abrazo
abrazo ; flor
flor ; corazon
corazon ; carino
carino ; cuidar
sexo ; pareja
pareja ; novio
novio ; novia
novia ; beso
beso ; abrazo
abrazo ; cita
cita ; relacionabierta
relacionabierta ; relacioncerrada
relacioncerrada ; carino
carino ; enamorar
relacion ; chico
chico ; chica
chica ; novia
novia ; novio
novio ; pareja
pareja ; sanvalentin
sanvalentin ; boda
boda ; casarse
casarse ; matrimonio
pareja ; amor
amor ; querer
querer ; sanvalentin
sanvalentin ; novia
novia ; novio
novio ; bombon 
bombon  ; amigo
casado ; novio
novio ; pareja
pareja ; hermano
hermano ; mejoramigo
mejoramigo ; sanvalentin
sanvalentin ; perro
enamorado ; pareja
pareja ; matrimonio
matrimonio ; familia
familia ; hijo
hijo ; madre
madre ; amigo
amigo ; querer
querer ; carino
carino ; beso
beso ; abrazo
abrazo ; regalo
regalo ; sanvalentin
sanvalentin ; santjordi
elamorentre2persona ; elamorlopuedetodo
elamorlopuedetodo ; monogamia 
monogamia  ; amar
felicidad ; alegria
alegria ; especial
especial ; contenta
contenta ; sentirsequerido
novio ; novia
pareja ; novio
novio ; novia
novia ; familia
familia ; amigo
amigo ; casa
casa ; animal
animal ; amar
amar ; amar
beso ; abrazo
abrazo ; carino
carino ; regalo
regalo ; compania
compania ; hablar
pareja ; novio
novio ; novia
novia ; beso
beso ; amistad
amistad ; relacion
relacion ; sexo
sexo ; complicidad
complicidad ; abrazo
abrazo ; cita
cita ; enamorar
enamorar ; carino
matrimonio ; carino
carino ; hombre
hombre ; mujer
mujer ; cama
cama ; beso
beso ; palabrabonita
palabrabonita ; novio
novio ; novia
novia ; casamiento
casamiento ; boda
esposo ; amante
amante ; novio
novio ; beso
beso ; abrazo
abrazo ; carino
carino ; cita
cita ; amistad
amistad ; amor
pareja ; ruptura
ruptura ; corazon
corazon ; cerebro
cerebro ; comunicacion
comunicacion ; hijo
hijo ; amante
amante ; cuerno
cuerno ; conocer
conocer ; sentir
sentir ; odiar
odiar ; traicion
traicion ; amigo
amigo ; familia
familia ; hobbie
hobbie ; persona
persona ; ver
ver ; guapo
guapo ; caricia
caricia ; marido
marido ; mujer
mujer ; boda
boda ; aniversario
aniversario ; vida
vida ; felicidad
felicidad ; disfrute
disfrute ; plan
plan ; futuro
familia ; pareja
pareja ; amigo
amigo ; futbol
futbol ; neymar
neymar ; cristiano
cristiano ; religion
religion ; sexo
sexo ; 2para2
2para2 ; hijo
hijo ; rubia
rubia ; ojoazul
bebe ; carino
carino ; amor
amor ; vida
vida ; corazon
carino ; beso
beso ; acariciar
acariciar ; enamorar
enamorar ; felicidad
felicidad ; pareja
pareja ; matrimonio
matrimonio ; hijo
hijo ; dinero
chico ; cuerno
cuerno ; infidelidad
infidelidad ; alcohol
alcohol ; sexo
sexo ; pose
pose ; cama
cama ; pelicula
pelicula ; cena
cena ; conversacion
conversacion ; regalo
romantico ; querer
querer ; relacion
relacion ; seximbol
crush ; amado
amado ; amada
amada ; felicidad
felicidad ; sexo
sexo ; amante
amante ; casamiento
casamiento ; divorcio
divorcio ; desamor
desamor ; ruptura
ruptura ; sentimiento
sentimiento ; emocion
emocion ; vida
vida ; atraccion
atraccion ; dopamina
dopamina ; oxitocina
oxitocina ; seratonina
seratonina ; cerebro
cerebro ; cuerpo
cuerpo ; montanarusa
montanarusa ; mariposa
padre  ; madre
madre ; hermano
hermano ; hermana
hermana ; hija
hija ; hijo
hijo ; familia
familia ; abuelo
abuelo ; abuela
abuela ; bisabuela
bisabuela ; bisabuelo
bisabuelo ; novio
novio ; novia
novia ; carino
carino ; respeto
respeto ; sexo
sexo ; tio
tio ; tia
tia ; prima
prima ; primo
pareja ; chica
chica ; chico
chico ; familia
familia ; amigo
amigo ; feliz
feliz ; duradero
duradero ; estable
estable ; querer
querer ; ayudar
ayudar ; vivir
vivir ; sanvalentin
sanvalentin ; corazon
cita ; pareja
pareja ; abrazo
abrazo ; relacion
regalo ; ruptura
ruptura ; poema
poema ; flor
flor ; novia
novia ; novio
novio ; divertido
divertido ; violencia
violencia ; manipulacion
manipulacion ; pareja
pareja ; nieta
nieta ; boda
boda ; tartadeboda
tartadeboda ; aniversario
aniversario ; hijo
hijo ; hija
hija ; relacionessexual
relacionessexual ; pruebasdeamor
pruebasdeamor ; matar
corazon ; flor
flor ; bombon
bombon ; cartadeamor
cartadeamor ; dinero
novia ; querer
querer ; amar
amar ; odiar
novio ; fraternidad
fraternidad ; lealtad
lealtad ; ligue
ligue ; cumplido
hermana ; hermano
hermano ; padre 
padre  ; madre
madre ; padre
padre ; madre
madre ; primo
primo ; tio
tio ; novio
novio ; novia
novia ; hombre
hombre ; mujer
mujer ; musica
musica ; deporte
deporte ; ciudad
ciudad ; materia
patricio ; izan
izan ; adan
adan ; marco
marco ; chica
chica ; chico
chico ; querer
querer ; querer
querer ; novio
novio ; novia
novia ; marido
marido ; mujer
mujer ; esposo
esposo ; esposa
esposa ; infiel
infiel ; infidelidad
infidelidad ; barsa
barsa ; invictodeleverkusen
invictodeleverkusen ; messi
messi ; leverkusen
pareja ; esposa
esposa ; esposo
esposo ; marido
marido ; mujer
mujer ; celebracion
celebracion ; boda
boda ; homosexual
homosexual ; bisexual
bisexual ; sexo
sexo ; sentimiento
sentimiento ; emocion
emocion ; matrimonio
matrimonio ; iglesia
iglesia ; ayuntamiento
ayuntamiento ; familia
familia ; amigo
amigo ; animal
animal ; disfrutar
disfrutar ; eterno
eterno ; infinito
infinito ; amistad
amistad ; relacion
relacion ; beso
beso ; abrazo
abrazo ; chico
chico ; chica
padre ; madre
madre ; hermano
hermano ; pareja
pareja ; sexo
sexo ; almagemela
almagemela ; vidabonita
vidabonita ; felicidad
felicidad ; mariposasenelestomago
mariposasenelestomago ; obsesion
obsesion ; hijo
hijo ; futbol
futbol ; conexion
conexion ; sentimiento
sentimiento ; algabaria
algabaria ; beso
beso ; abrazo
sentimiento ; novio
novio ; novia
novia ; sexo
sexo ; conexion
conexion ; familia
familia ; estaragusto
estaragusto ; sentirsebien
sentirsebien ; beso
corazon ; casarse
casarse ; novio
novio ; novia
novia ; aniversario
aniversario ; declararse
declararse ; enamorar
enamorar ; sexo
beso ; carino
carino ; cuidar
cuidar ; proteger
proteger ; nieto
nieto ; sobrino
sobrino ; padre 
padre  ; madre
madre ; hijo
hijo ; tatarabuelo
tatarabuelo ; bisnieto
familia ; pareja
pareja ; coito
coito ; amigo
amigo ; hermano
hermano ; primo
primo ; paisano
sanvalentin ; bombones
bombones ; corazon
corazon ; guapo
guapo ; decoracion
homosexualidad ; heterosexualidad
heterosexualidad ; pareja
pareja ; comodidad
comodidad ; paz
paz ; querer
querer ; corazon
corazon ; prioridad
prioridad ; mutuo
mutuo ; trio
trio ; beso
beso ; casarse
casarse ; anillo
anillo ; novio
novio ; matrimonio
matrimonio ; pareja
pareja ; bombon
bombon ; corazon
corazon ; carino
carino ; amabilidad
amabilidad ; relacion
relacion ; coito
coito ; padre
padre ; familia
familia ; amigo
rojo ; corazon
corazon ; paris
paris ; anillo
anillo ; joya
joya ; compromiso
compromiso ; parasiempre
parasiempre ; lealtad
lealtad ; compania
compania ; carino
carino ; sinatadura
sinatadura ; lunademiel
lunademiel ; boda
boda ; bodadeoro
bodadeoro ; bodasdeplata
novia ; novio
novio ; amigo
amigo ; amiga
amiga ; enamorar
enamorar ; padre
padre ; madre
madre ; hermano
hermano ; hermana
hermana ; primo
primo ; prima
prima ; tio
tio ; tia
tia ; marido
marido ; mujer
mujer ; prometido
prometido ; prometida
pareja ; beso
beso ; abrazo
abrazo ; relacion
relacion ; regalo
regalo ; cita
cita ; hijo
hijo ; casarse
casarse ; anillo
padre  ; madre
madre ; hermana
hermana ; familia
familia ; hija
hija ; tio
tio ; primo
primo ; abuelo
abuelo ; amor
amor ; novio
novio ; novia
